X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
399156.4454,128511.719799999,24136465,2024/09/04 18:58:34+00,DAY,GUN,ROBBERY,2 - 153 BLOCK OF GALVESTON PLACE SW,399156.44543717,128511.719828689,8,8D,7,708,Cluster 39,009807 2,009807,Precinct 126,38.8243867133,-77.0097143627,,2024/09/04 17:40:00+00,2024/09/04 19:50:00+00,618665517,
404478.270000003,133174.0,24136950,2024/09/05 17:31:23+00,DAY,OTHERS,THEFT/OTHER,3900 - 3919 BLOCK OF R STREET SE,404478.27,133174,7,7B,6,605,Cluster 34,009902 2,009902,Precinct 110,38.8663755975,-76.9483979603,,2024/09/05 15:26:00+00,2024/09/05 16:09:00+00,618665518,
398099.0,136943.449999999,24137497,2024/09/07 21:53:09+00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 7TH STREET NW,398099,136943.45,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,38.9003415999,-77.0219151997,DOWNTOWN,2024/09/06 15:25:00+00,2024/09/06 17:43:00+00,618665519,
391788.950000003,140506.530000001,24137648,2024/09/06 21:07:49+00,EVENING,OTHERS,THEFT F/AUTO,4800 - 4899 BLOCK OF LOUGHBORO ROAD NW,391788.95,140506.53,3,3D,2,205,Cluster 13,000903 2,000903,Precinct 9,38.9324026948,-77.0947016017,,2024/09/06 19:29:00+00,2024/09/06 20:27:00+00,618665520,
401211.600000001,138483.239999998,24144260,2024/09/18 18:13:56+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF OKIE STREET NE,401211.6,138483.24,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9142137824,-76.9860296578,,2024/09/16 23:00:00+00,2024/09/17 03:00:00+00,618665521,
397901.450000003,141557.219999999,24144519,2024/09/19 04:36:51+00,MIDNIGHT,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF UPSHUR STREET NW,397901.45,141557.22,4,4C,4,407,Cluster 18,002400 3,002400,Precinct 46,38.9419034821,-77.024206709,,2024/09/14 02:00:00+00,2024/09/18 04:00:00+00,618665522,
399504.585299999,130366.5484,24144607,2024/09/19 05:22:17+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF TRENTON PLACE SE,399504.585341493,130366.548406411,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 123,38.8410961285,-77.0057065236,,2024/09/19 04:29:00+00,,618665523,
400332.439999998,136116.800000001,24144765,2024/09/19 15:12:18+00,DAY,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF 7TH STREET NE,400332.44,136116.8,6,6C,1,108,Cluster 25,008302 3,008302,Precinct 85,38.8928968286,-76.9961679491,,2024/09/16 16:00:00+00,2024/09/16 18:00:00+00,618665524,
404148.189999998,136897.469999999,24144827,2024/09/19 17:12:15+00,DAY,OTHERS,MOTOR VEHICLE THEFT,600 - 632 BLOCK OF BARNES STREET NE,404148.19,136897.47,7,7D,6,601,Cluster 30,009602 3,009602,Precinct 100,38.8999196635,-76.9521789174,,2024/09/19 14:06:00+00,2024/09/19 16:16:00+00,618665525,
399690.390000001,137081.469999999,24145057,2024/09/19 22:26:42+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,900 - 913 BLOCK OF 2ND STREET NE,399690.39,137081.47,6,6C,5,501,Cluster 25,010602 3,010602,Precinct 144,38.9015869344,-77.0035693232,,2024/09/18 13:00:00+00,2024/09/19 01:00:00+00,618665526,
401165.840000004,138586.640000001,24145695,2024/09/20 23:38:00+00,EVENING,OTHERS,THEFT F/AUTO,1240 - 1399 BLOCK OF NEW YORK AVENUE NE,401165.84,138586.64,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.915145306,-76.9865571175,,2024/09/20 14:30:00+00,2024/09/20 20:45:00+00,618665527,
397431.079999998,138634.510000002,24146445,2024/09/22 08:04:12+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,13TH STREET NW AND T STREET NW,397431.07999557,138634.51001408,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 137,38.9155735538,-77.0296214726,,2024/09/21 23:30:00+00,2024/09/22 08:01:00+00,618665528,
402427.163199998,132897.247099999,24146523,2024/09/22 17:54:31+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2300 - 2399 BLOCK OF ALTAMONT PLACE SE,402427.163200205,132897.247096759,8,8A,6,606,Cluster 35,007605 4,007605,Precinct 134,38.8638905458,-76.9720333508,,2024/09/22 13:00:00+00,2024/09/22 13:47:00+00,618665529,
396917.520000003,137976.350000001,24147010,2024/09/23 08:59:03+00,MIDNIGHT,OTHERS,ROBBERY,1500 - 1599 BLOCK OF P STREET NW,396917.52,137976.35,2,2B,2,208,Cluster 6,005202 2,005202,Precinct 16,38.9096429753,-77.0355402291,,2024/09/23 07:16:00+00,2024/09/23 08:58:00+00,618665530,
398910.240000002,142827.530000001,24147478,2024/09/24 00:22:38+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF HAMILTON STREET NW,398910.24,142827.53,4,4D,4,403,Cluster 18,002102 3,002102,Precinct 57,38.9533486188,-77.0125723659,,2024/09/23 18:06:00+00,2024/09/23 19:29:00+00,618665531,
396396.920000002,139923.949999999,24423835,2024/10/16 16:01:58+00,DAY,OTHERS,THEFT F/AUTO,1745 - 1821 BLOCK OF HARVARD STREET NW,396396.92,139923.95,1,1D,3,302,Cluster 2,002702 4,002702,Precinct 39,38.9271856136,-77.0415528383,,2024/10/09 15:00:00+00,2024/10/09 21:00:00+00,618665595,
400212.850000001,137949.329999998,24423997,2024/10/23 14:01:20+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 5TH STREET NE,400212.85,137949.33,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9094049494,-76.9975459006,,2024/10/18 01:45:00+00,2024/10/18 02:10:00+00,618665596,
406810.8345,136900.475200001,24424017,2024/10/24 12:20:35+00,DAY,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 55TH STREET NE,406810.834468273,136900.475164474,7,7C,6,608,Cluster 31,007807 2,007807,Precinct 95,38.8999301375,-76.9214834541,,2024/09/22 00:35:00+00,2024/09/22 00:35:00+00,618665597,
395706.43,136612.940000001,24424110,2024/10/25 13:20:38+00,DAY,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF F STREET NW,395706.43,136612.94,2,2A,2,207,Cluster 5,010800 3,010800,Precinct 2,38.897355817,-77.0494952707,,2024/09/16 09:39:00+00,2024/09/16 09:52:00+00,618665598,
395288.009999998,139501.969999999,24424326,2024/11/04 14:20:47+00,DAY,OTHERS,THEFT/OTHER,2400 - 2798 BLOCK OF CALVERT STREET NW,395288.01,139501.97,3,3C,2,204,Cluster 15,000501 3,000501,Precinct 26,38.923379038,-77.0543385414,,2024/10/07 12:45:00+00,2024/10/07 12:45:00+00,618665599,
396662.799999997,138429.149999999,24092715,2024/06/18 16:20:14+00,DAY,OTHERS,THEFT/OTHER,1724 - 1799 BLOCK OF 17TH STREET NW,396662.8,138429.15,2,2B,3,301,Cluster 6,005302 1,005302,Precinct 15,38.9137210208,-77.0384792877,,2024/06/25 12:46:00+00,2024/06/25 12:46:00+00,618665600,
395892.729999997,136464.350000001,24093064,2024/06/19 03:14:39+00,MIDNIGHT,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF E STREET NW,395892.73,136464.35,2,2A,2,207,Cluster 5,010800 3,010800,Precinct 2,38.8960181546,-77.0473467599,,2024/06/19 02:29:00+00,2024/06/19 02:37:00+00,618665601,
401553.079999998,138614.52,24093141,2024/06/19 07:55:15+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1429 - 1599 BLOCK OF OKIE STREET NE,401553.08,138614.52,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9153958594,-76.9820919291,,2024/06/19 03:30:00+00,2024/06/19 07:00:00+00,618665602,
397633.43,144615.420000002,24093272,2024/06/19 16:32:57+00,DAY,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9694518736,-77.027308864,,2024/06/19 15:29:00+00,2024/06/19 15:59:00+00,618665603,
394622.450000003,137482.75,24093849,2024/06/20 21:55:39+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3199 BLOCK OF M STREET NW,394622.45,137482.75,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.905185411,-77.0619979449,GEORGETOWN,2024/06/20 15:27:00+00,2024/06/20 16:27:00+00,618665638,
401508.579999998,137047.02,24094026,2024/06/20 21:35:23+00,EVENING,OTHERS,THEFT/OTHER,812 - 899 BLOCK OF BLADENSBURG ROAD NE,401508.58,137047.02,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9012753565,-76.9826084878,,2024/06/20 20:50:00+00,2024/06/20 21:15:00+00,618665639,
397483.490000002,141969.359999999,24095058,2024/06/22 17:34:02+00,DAY,OTHERS,THEFT F/AUTO,4500 - 4599 BLOCK OF IOWA AVENUE NW,397483.49,141969.36,4,4E,4,404,Cluster 18,002501 1,002501,Precinct 48,38.9456150588,-77.029029376,,2024/06/21 01:00:00+00,2024/06/21 17:10:00+00,618665640,
397577.630000003,143785.940000001,24095100,2024/06/22 19:37:12+00,EVENING,OTHERS,THEFT/OTHER,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,397577.63,143785.94,4,4B,4,402,Cluster 17,001901 1,001901,Precinct 58,38.9619795615,-77.0279498335,,2024/06/22 14:35:00+00,2024/06/22 14:40:00+00,618665641,
402044.039999999,130974.370000001,24095748,2024/06/23 19:49:23+00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,1900 - 1919 BLOCK OF SAVANNAH STREET SE,402044.04,130974.37,8,8E,7,704,Cluster 38,007403 2,007403,Precinct 116,38.8465694205,-76.976453549,,2024/06/23 18:45:00+00,,618665642,
397609.509999998,136885.23,24095796,2024/06/23 21:03:05+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF H STREET NW,397609.51,136885.23,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8998159385,-77.027557959,DOWNTOWN,2024/06/23 20:03:00+00,2024/06/23 20:34:00+00,618665643,
398529.950000003,143180.420000002,24096046,2024/06/24 07:09:20+00,MIDNIGHT,OTHERS,BURGLARY,300 - 399 BLOCK OF KENNEDY STREET NW,398529.95,143180.42,4,4D,4,403,Cluster 18,002102 6,002102,Precinct 57,38.9565269915,-77.0169604599,,2024/06/24 06:31:00+00,,618665644,
399952.659999996,134206.09,24096206,2024/06/24 15:15:01+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 4TH STREET SE,399952.66,134206.09,8,8F,1,106,Cluster 27,007201 2,007201,Precinct 131,38.8756844819,-77.0005455587,CAPITOL RIVERFRONT,2023/12/22 00:50:00+00,2023/12/22 18:00:00+00,618665645,
398597.659999996,138408.399999999,24098241,2024/06/27 20:37:25+00,EVENING,OTHERS,THEFT F/AUTO,1714 - 1779 BLOCK OF 4TH STREET NW,398597.66,138408.4,5,5E,3,308,Cluster 21,004600 2,004600,Precinct 19,38.9135393149,-77.016169515,,2024/06/27 18:00:00+00,2024/06/27 19:36:00+00,618665646,
397921.520000003,138712.809999999,24099049,2024/06/29 04:07:51+00,MIDNIGHT,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF 9TH STREET NW,397921.52,138712.81,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9162802028,-77.0239665883,,2024/06/29 03:09:00+00,2024/06/29 03:59:00+00,618665647,
399878.210000001,137742.289999999,24099365,2024/07/04 20:00:09+00,EVENING,OTHERS,THEFT/OTHER,300 - 385 BLOCK OF FLORIDA AVENUE NE,399878.21,137742.29,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.907539879,-77.001404167,,2024/06/29 07:00:00+00,2024/06/29 17:46:00+00,618665648,
394694.5,137385.739999998,24099385,2024/06/29 19:25:08+00,EVENING,OTHERS,THEFT/OTHER,1026 - 1099 BLOCK OF 31ST STREET NW,394694.5,137385.74,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9043119489,-77.061166529,GEORGETOWN,2024/06/29 17:00:00+00,2024/06/29 17:35:00+00,618665649,
397117.189999998,138792.609999999,24024172,2024/02/16 05:03:27+00,MIDNIGHT,GUN,ROBBERY,1400 - 1499 BLOCK OF U STREET NW,397117.19,138792.61,1,1B,3,301,Cluster 3,004300 2,004300,Precinct 22,38.9169967973,-77.0332415107,,2024/02/16 04:41:00+00,,618665702,
398594.850000001,138960.949999999,24024742,2024/02/17 06:29:32+00,MIDNIGHT,OTHERS,BURGLARY,200 - 399 BLOCK OF V STREET NW,398594.85,138960.95,1,1B,3,306,Cluster 3,003400 1,003400,Precinct 20,38.9185168643,-77.0162030462,,2024/02/17 05:48:00+00,2024/02/17 06:30:00+00,618665703,
399555.280000001,138003.699999999,24024919,2024/02/17 17:05:22+00,DAY,GUN,ROBBERY,1500 - 1521 BLOCK OF ECKINGTON PLACE NE,399555.28,138003.7,5,5F,5,502,Cluster 21,008702 3,008702,Precinct 75,38.9098946462,-77.0051275291,NOMA,2024/02/17 15:44:00+00,2024/02/17 17:00:00+00,618665704,
402282.123899996,131690.407699998,24025098,2024/02/18 00:03:38+00,EVENING,OTHERS,THEFT F/AUTO,2200 - 2299 BLOCK OF IRVING STREET SE,402282.123872071,131690.407735639,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,38.8530192149,-76.973708551,,2024/02/17 21:36:00+00,,618665705,
393473.229999997,144062.600000001,24025159,2024/02/18 01:36:43+00,EVENING,OTHERS,THEFT/OTHER,5523 - 5599 BLOCK OF CONNECTICUT AVENUE NW,393473.23,144062.6,3,3/4G,2,201,Cluster 10,001100 1,001100,Precinct 32,38.9644508729,-77.0753099146,,2024/02/18 00:25:00+00,2024/02/18 00:30:00+00,618665706,
399953.100000001,141548.379999999,24025680,2024/02/19 04:02:00+00,MIDNIGHT,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF HAWAII AVENUE NE,399953.1,141548.38,5,5A,4,,Cluster 19,009510 3,009510,Precinct 44,38.941826354,-77.0005409894,,2024/02/18 22:00:00+00,2024/02/18 22:05:00+00,618665707,
400790.350000001,136018.670000002,24026380,2024/02/20 13:48:09+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF CONSTITUTION AVENUE NE,400790.35,136018.67,6,6A,1,108,Cluster 25,008100 2,008100,Precinct 85,38.8920125448,-76.9908897129,,2024/02/19 05:00:00+00,2024/02/19 13:30:00+00,618665708,
396924.68,141790.140000001,24027736,2024/02/23 01:50:46+00,EVENING,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF WEBSTER STREET NW,396924.68,141790.14,4,4E,4,404,Cluster 18,002501 2,002501,Precinct 48,38.9439988159,-77.0354747636,,2024/02/22 20:00:00+00,2024/02/22 21:00:00+00,618665709,
400731.850000001,140074.300000001,24028040,2024/02/23 13:42:58+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1000 - 1199 BLOCK OF IRVING STREET NE,400731.85,140074.3,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 73,38.9285470956,-76.9915597144,,2024/02/22 06:04:00+00,2024/02/23 12:40:00+00,618665710,
400601.840000004,139847.640000001,24028118,2024/02/23 16:35:05+00,DAY,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF GIRARD STREET NE,400601.84,139847.64,5,5B,5,504,Cluster 22,009302 1,009302,Precinct 73,38.9265053701,-76.9930592935,,2024/02/23 12:50:00+00,2024/02/23 16:09:00+00,618665711,
401668.814000003,135209.914999999,24028553,2024/02/24 08:37:28+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,300 - 399 BLOCK OF 17TH STREET SE,401668.814047502,135209.915002906,7,7D,1,107,Cluster 26,006802 1,006802,Precinct 87,38.8847257464,-76.9807657082,,2024/02/24 06:55:00+00,2024/02/24 08:30:00+00,618665712,
397010.770000003,144406.289999999,24037025,2024/03/11 18:26:08+00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF TUCKERMAN STREET NW,397010.77,144406.29,4,4A,4,402,Cluster 17,001803 1,001803,Precinct 61,38.9675660815,-77.0344930917,,2024/03/11 15:38:00+00,2024/03/11 16:42:00+00,618665728,
401935.32,136325.5,24038325,2024/03/13 20:57:28+00,EVENING,OTHERS,THEFT/OTHER,1823 - 1899 BLOCK OF D STREET NE,401935.32,136325.5,7,7D,5,507,Cluster 25,007901 2,007901,Precinct 81,38.8947748077,-76.9776908917,,2024/03/13 19:08:00+00,2024/03/13 19:10:00+00,618665729,
397162.060000002,140182.43,24038398,2024/03/13 22:50:49+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/03/13 21:57:00+00,,618665730,
402183.880000003,136751.77,24051523,2024/04/07 00:24:01+00,EVENING,OTHERS,THEFT/OTHER,1920 - 2099 BLOCK OF BENNING ROAD NE,402183.88,136751.77,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8986142204,-76.974824299,,2024/04/04 20:57:00+00,2024/04/04 21:00:00+00,618665755,
400211.171700001,132550.704,24128336,2024/08/21 06:56:32+00,MIDNIGHT,GUN,ROBBERY,1100 - 1237 BLOCK OF SUMNER ROAD SE,400211.171742149,132550.703960438,8,8C,7,703,Cluster 37,007401 1,007401,Precinct 119,38.8607720644,-76.9975669094,,2024/08/21 03:30:00+00,2024/08/21 04:00:00+00,618665756,
397162.060000002,140182.43,24128566,2024/08/21 19:30:12+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,,,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/08/21 18:35:00+00,2024/08/21 19:20:00+00,618665757,
399587.824600004,131013.5966,24128695,2024/08/21 23:00:19+00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,200 - 398 BLOCK OF ORANGE STREET SE,399587.824573571,131013.596631011,8,8C,7,707,Cluster 39,010400 2,010400,Precinct 123,38.8469250695,-77.0047481051,,2024/08/21 21:25:00+00,,618665758,
404741.380000003,134683.109999999,24129245,2024/08/22 22:08:51+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF RIDGE ROAD SE,404741.38,134683.11,7,7E,6,605,Cluster 33,009907 1,009907,Precinct 103,38.8799688835,-76.9453557981,,2024/08/16 16:48:00+00,2024/08/17 22:00:00+00,618665759,
399062.939999998,128985.25,24129705,2024/08/24 17:13:01+00,DAY,OTHERS,MOTOR VEHICLE THEFT,22 - 196 BLOCK OF CHESAPEAKE STREET SW,399062.94,128985.25,8,8D,7,708,Cluster 39,009807 3,009807,Precinct 126,38.8286524008,-77.0107918147,,2024/07/18 03:00:00+00,2024/08/23 19:18:00+00,618665760,
400638.090000004,136556.280000001,24129719,2024/08/23 19:34:05+00,EVENING,OTHERS,THEFT F/AUTO,510 - 599 BLOCK OF 10TH STREET NE,400638.09,136556.28,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,38.8968556569,-76.9926442997,,2024/08/23 16:39:00+00,2024/08/23 17:54:00+00,618665761,
394550.979999997,137528.969999999,24130304,2024/08/24 17:12:24+00,DAY,OTHERS,THEFT/OTHER,1200 - 1237 BLOCK OF WISCONSIN AVENUE NW,394550.98,137528.97,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9056013366,-77.0628222912,GEORGETOWN,2024/08/24 15:00:00+00,2024/08/24 15:03:00+00,618665762,
399080.060000002,138057.649999999,24130608,2024/08/25 03:28:03+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,1 - 99 BLOCK OF BATES STREET NW,399080.06,138057.65,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9103802773,-77.0106067892,,2024/08/25 01:16:00+00,2024/08/25 03:20:00+00,618665763,
398579.1351,134828.399999999,24131497,2024/08/27 01:13:37+00,EVENING,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF G STREET SW,398579.135068634,134828.399994551,6,6D,1,103,Cluster 9,010500 2,010500,Precinct 128,38.8812893478,-77.0163757098,SOUTHWEST,2024/08/26 18:51:00+00,2024/08/26 20:14:00+00,618665764,
401701.350000001,136862.760000002,24132005,2024/08/27 17:22:50+00,DAY,OTHERS,THEFT/OTHER,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.8996151246,-76.9803866148,,2024/08/27 16:49:00+00,2024/08/27 17:15:00+00,618665765,
397509.18,140198.649999999,24132060,2024/08/27 19:38:40+00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1299 BLOCK OF KENYON STREET NW,397509.18,140198.65,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,38.9296640534,-77.0287265996,,2024/08/27 15:20:00+00,2024/08/27 17:40:00+00,618665766,
400233.0,134987.620200001,24132519,2024/08/28 16:04:05+00,DAY,OTHERS,MOTOR VEHICLE THEFT,600 - 699 BLOCK OF E STREET SE,400232.999998169,134987.620186699,6,6B,1,107,Cluster 26,007000 1,007000,Precinct 90,38.8827247821,-76.9973145814,,2024/08/28 13:21:00+00,2024/08/28 15:00:00+00,618665767,
400232.916299999,135255.095600002,24132563,2024/08/28 16:55:01+00,DAY,OTHERS,THEFT F/AUTO,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6,6B,1,107,Cluster 26,006600 2,006600,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2024/08/28 16:01:00+00,2024/08/28 16:10:00+00,618665768,
400233.420000002,135898.989999998,24132628,2024/08/28 20:42:19+00,EVENING,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF A STREET NE,400233.42,135898.99,6,6C,1,108,Cluster 26,008200 1,008200,Precinct 85,38.8909347471,-76.9973094311,,2024/08/28 11:00:00+00,2024/08/28 18:00:00+00,618665769,
400246.539999999,139229.039999999,24132884,2024/08/29 05:04:09+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,400246.54,139229.04,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,38.9209329952,-76.9971570051,,2024/08/28 04:53:00+00,,618665770,
396294.710000001,147051.670000002,24132957,2024/08/29 12:20:53+00,DAY,OTHERS,THEFT F/AUTO,1900 - 1998 BLOCK OF TULIP STREET NW,396294.71,147051.67,4,4A,4,401,Cluster 16,001600 4,001600,Precinct 62,38.9913935187,-77.0427700965,,2024/08/28 18:00:00+00,2024/08/28 21:15:00+00,618665771,
403933.829999998,132529.850000001,24133164,2024/08/29 19:20:07+00,EVENING,OTHERS,THEFT F/AUTO,3600 - 3709 BLOCK OF BANGOR STREET SE,403933.83,132529.85,7,7B,6,606,Cluster 35,007603 3,007603,Precinct 110,38.8605754311,-76.954675097,,2024/08/29 18:10:00+00,2024/08/29 18:35:00+00,618665772,
402158.310000002,138824.530000001,24133373,2024/08/30 00:50:42+00,EVENING,OTHERS,THEFT/OTHER,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9172864211,-76.9751125549,,2024/08/29 23:58:00+00,2024/08/30 00:15:00+00,618665773,
404893.2619,135894.664500002,24133401,2024/08/30 02:06:55+00,EVENING,GUN,ROBBERY,4100 - 4199 BLOCK OF AMES STREET NE,404893.261890494,135894.664507541,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,38.8908821948,-76.943596739,,2024/08/30 01:16:00+00,2024/08/30 01:50:00+00,618665774,
400591.799999997,132715.09,24133513,2024/08/30 13:29:05+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2400 - 2500 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400591.8,132715.09,8,8A,7,703,Cluster 37,007407 2,007407,Precinct 119,38.8622527489,-76.9931812237,ANACOSTIA,2024/08/30 11:16:00+00,2024/08/30 12:19:00+00,618665775,
394449.149999999,137479.059999999,24133802,2024/09/01 00:27:03+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,38.9051510928,-77.0639958956,GEORGETOWN,2024/08/29 17:45:00+00,2024/08/29 17:50:00+00,618665776,
397171.109999999,137408.25,24134103,2024/08/31 15:43:12+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 17,38.9045261865,-77.0326140595,DOWNTOWN,2024/08/31 12:10:00+00,2024/08/31 14:03:00+00,618665777,
397623.289999999,144463.390000001,24134205,2024/09/01 01:35:22+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,6400 - 6489 BLOCK OF GEORGIA AVENUE NW,397623.29,144463.39,4,4B,4,402,Cluster 17,001901 4,001901,Precinct 59,38.9680823234,-77.0274253467,,2024/08/31 16:37:00+00,2024/08/31 17:32:00+00,618665778,
397921.119999997,138058.460000001,24134320,2024/08/31 22:20:38+00,EVENING,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF 9TH STREET NW,397921.12,138058.46,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.910385597,-77.0239692195,,2024/08/31 04:01:00+00,2024/08/31 05:00:00+00,618665779,
402808.880000003,132407.5,24134715,2024/09/01 16:20:55+00,DAY,OTHERS,THEFT/OTHER,2700 - 2845 BLOCK OF ALABAMA AVENUE SE,402808.88,132407.5,7,7B,6,606,Cluster 35,007603 2,007603,Precinct 113,38.8594775631,-76.9676370731,,2024/09/01 15:27:00+00,2024/09/01 16:07:00+00,618665780,
397241.549999997,140302.66,24043356,2024/03/22 18:37:39+00,DAY,OTHERS,THEFT/OTHER,1326 - 1399 BLOCK OF PARK ROAD NW,397241.55,140302.66,1,1A,3,302,Cluster 2,002900 2,002900,Precinct 41,38.9306002081,-77.0318135912,,2024/03/22 17:19:00+00,2024/03/22 18:37:00+00,618665781,
400846.869900003,135645.562600002,24043366,2024/03/22 18:33:34+00,DAY,OTHERS,THEFT/OTHER,12TH STREET SE AND SLADENS LANE SE,400846.869875,135645.562625,6,6B,1,107,Cluster 26,006700 2,006700,Precinct 88,38.8886514014,-76.9902386737,,2024/03/22 18:18:00+00,2024/03/22 18:19:00+00,618665782,
399489.779200003,134556.8836,24043443,2024/03/22 22:06:51+00,EVENING,GUN,ROBBERY,900 - 999 BLOCK OF 1ST STREET SE,399489.77916548,134556.883610299,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8788444223,-77.0058801803,CAPITOL RIVERFRONT,2024/03/22 20:18:00+00,2024/03/22 21:30:00+00,618665783,
